Sigla UF,UF,Admissões,Desligamentos,Saldo,Bolsa Familia,Ano,CadUnico,Faixa Etária,Categoria,Grau de Instrução,Raça/Cor,Setor Econômico,Sexo,Situação de Pobreza
RJ,Rio de Janeiro,1350,1493,-143,,2023,,,,Doutorado,,,,
RN,Rio Grande do Norte,249,155,94,,2023,,,,Doutorado,,,,
RS,Rio Grande do Sul,884,1053,-169,,2023,,,,Doutorado,,,,
RO,Rondônia,51,42,9,,2023,,,,Doutorado,,,,
RR,Roraima,22,45,-23,,2023,,,,Doutorado,,,,
SC,Santa Catarina,489,598,-109,,2023,,,,Doutorado,,,,
SP,São Paulo,6287,6582,-295,,2023,,,,Doutorado,,,,
SE,Sergipe,64,83,-19,,2023,,,,Doutorado,,,,
TO,Tocantins,83,49,34,,2023,,,,Doutorado,,,,
Não informado,Não informado,3,7,-4,,2023,,,,Doutorado,,,,
AC,Acre,2203,2160,43,,2023,,,,Fundamental completo,,,,
AL,Alagoas,10599,10640,-41,,2023,,,,Fundamental completo,,,,
AP,Amapá,3036,2197,839,,2023,,,,Fundamental completo,,,,
AM,Amazonas,9182,9229,-47,,2023,,,,Fundamental completo,,,,
BA,Bahia,40257,42089,-1832,,2023,,,,Fundamental completo,,,,
CE,Ceará,37483,37499,-16,,2023,,,,Fundamental completo,,,,
DF,Distrito Federal,19917,20714,-797,,2023,,,,Fundamental completo,,,,
ES,Espírito Santo,38624,37357,1267,,2023,,,,Fundamental completo,,,,
GO,Goiás,62570,62999,-429,,2023,,,,Fundamental completo,,,,
MA,Maranhão,17411,16774,637,,2023,,,,Fundamental completo,,,,
MT,Mato Grosso,40903,39365,1538,,2023,,,,Fundamental completo,,,,
MS,Mato Grosso do Sul,32827,30555,2272,,2023,,,,Fundamental completo,,,,
MG,Minas Gerais,188080,190993,-2913,,2023,,,,Fundamental completo,,,,
PA,Pará,40804,38503,2301,,2023,,,,Fundamental completo,,,,
PB,Paraíba,10778,10989,-211,,2023,,,,Fundamental completo,,,,
PR,Paraná,132805,130439,2366,,2023,,,,Fundamental completo,,,,
PE,Pernambuco,29118,29638,-520,,2023,,,,Fundamental completo,,,,
PI,Piauí,13294,11699,1595,,2023,,,,Fundamental completo,,,,
RJ,Rio de Janeiro,101237,99865,1372,,2023,,,,Fundamental completo,,,,
RN,Rio Grande do Norte,12263,12697,-434,,2023,,,,Fundamental completo,,,,
RS,Rio Grande do Sul,137138,137750,-612,,2023,,,,Fundamental completo,,,,
RO,Rondônia,6845,6902,-57,,2023,,,,Fundamental completo,,,,
RR,Roraima,2577,2346,231,,2023,,,,Fundamental completo,,,,
SC,Santa Catarina,136034,136023,11,,2023,,,,Fundamental completo,,,,
SP,São Paulo,465702,461772,3930,,2023,,,,Fundamental completo,,,,
SE,Sergipe,6163,6228,-65,,2023,,,,Fundamental completo,,,,
TO,Tocantins,5704,5456,248,,2023,,,,Fundamental completo,,,,
Não informado,Não informado,16921,17189,-268,,2023,,,,Fundamental completo,,,,
AC,Acre,38067,33707,4360,,2023,,,,Médio completo,,,,
AL,Alagoas,117789,100114,17675,,2023,,,,Médio completo,,,,
AP,Amapá,31177,26599,4578,,2023,,,,Médio completo,,,,
AM,Amazonas,186007,166690,19317,,2023,,,,Médio completo,,,,
BA,Bahia,631844,559855,71989,,2023,,,,Médio completo,,,,
CE,Ceará,381859,333453,48406,,2023,,,,Médio completo,,,,
DF,Distrito Federal,257514,230110,27404,,2023,,,,Médio completo,,,,
ES,Espírito Santo,319427,292013,27414,,2023,,,,Médio completo,,,,
GO,Goiás,593654,545804,47850,,2023,,,,Médio completo,,,,
MA,Maranhão,176867,156644,20223,,2023,,,,Médio completo,,,,
MT,Mato Grosso,386673,356963,29710,,2023,,,,Médio completo,,,,
MS,Mato Grosso do Sul,240838,220272,20566,,2023,,,,Médio completo,,,,
MG,Minas Gerais,1616970,1490709,126261,,2023,,,,Médio completo,,,,
PA,Pará,289864,254660,35204,,2023,,,,Médio completo,,,,
PB,Paraíba,132813,114950,17863,,2023,,,,Médio completo,,,,
PR,Paraná,1135019,1059105,75914,,2023,,,,Médio completo,,,,
PE,Pernambuco,398323,348952,49371,,2023,,,,Médio completo,,,,
PI,Piauí,89660,74298,15362,,2023,,,,Médio completo,,,,
RJ,Rio de Janeiro,1026600,896535,130065,,2023,,,,Médio completo,,,,
RN,Rio Grande do Norte,140259,121486,18773,,2023,,,,Médio completo,,,,
RS,Rio Grande do Sul,774554,733582,40972,,2023,,,,Médio completo,,,,
RO,Rondônia,106366,97487,8879,,2023,,,,Médio completo,,,,
RR,Roraima,34513,31333,3180,,2023,,,,Médio completo,,,,
SC,Santa Catarina,904515,854057,50458,,2023,,,,Médio completo,,,,
SP,São Paulo,4819267,4466021,353246,,2023,,,,Médio completo,,,,
SE,Sergipe,80206,68146,12060,,2023,,,,Médio completo,,,,
TO,Tocantins,88792,78960,9832,,2023,,,,Médio completo,,,,
Não informado,Não informado,55142,53155,1987,,2023,,,,Médio completo,,,,
AC,Acre,2042,1852,190,,2023,,,,Médio incompleto,,,,
AL,Alagoas,9292,8887,405,,2023,,,,Médio incompleto,,,,
AP,Amapá,2435,2223,212,,2023,,,,Médio incompleto,,,,
AM,Amazonas,10738,9623,1115,,2023,,,,Médio incompleto,,,,
BA,Bahia,58292,55945,2347,,2023,,,,Médio incompleto,,,,
CE,Ceará,27125,26287,838,,2023,,,,Médio incompleto,,,,
DF,Distrito Federal,25458,24570,888,,2023,,,,Médio incompleto,,,,
ES,Espírito Santo,44928,41464,3464,,2023,,,,Médio incompleto,,,,
GO,Goiás,77038,73726,3312,,2023,,,,Médio incompleto,,,,
MA,Maranhão,10211,9846,365,,2023,,,,Médio incompleto,,,,
MT,Mato Grosso,72965,66107,6858,,2023,,,,Médio incompleto,,,,
MS,Mato Grosso do Sul,38034,34885,3149,,2023,,,,Médio incompleto,,,,
MG,Minas Gerais,235004,215817,19187,,2023,,,,Médio incompleto,,,,
PA,Pará,29632,27512,2120,,2023,,,,Médio incompleto,,,,
PB,Paraíba,10330,10092,238,,2023,,,,Médio incompleto,,,,
PR,Paraná,148232,138441,9791,,2023,,,,Médio incompleto,,,,
PE,Pernambuco,28131,26994,1137,,2023,,,,Médio incompleto,,,,
PI,Piauí,9788,8801,987,,2023,,,,Médio incompleto,,,,
RJ,Rio de Janeiro,94938,87237,7701,,2023,,,,Médio incompleto,,,,
RN,Rio Grande do Norte,15386,13529,1857,,2023,,,,Médio incompleto,,,,
RS,Rio Grande do Sul,161087,151346,9741,,2023,,,,Médio incompleto,,,,
RO,Rondônia,16783,14971,1812,,2023,,,,Médio incompleto,,,,
RR,Roraima,2756,2344,412,,2023,,,,Médio incompleto,,,,
SC,Santa Catarina,147247,136262,10985,,2023,,,,Médio incompleto,,,,
SP,São Paulo,434621,395816,38805,,2023,,,,Médio incompleto,,,,
SE,Sergipe,8236,7512,724,,2023,,,,Médio incompleto,,,,
TO,Tocantins,10705,8094,2611,,2023,,,,Médio incompleto,,,,
Não informado,Não informado,11373,11603,-230,,2023,,,,Médio incompleto,,,,
AC,Acre,26,54,-28,,2023,,,,Mestrado,,,,
AL,Alagoas,312,244,68,,2023,,,,Mestrado,,,,
AP,Amapá,56,52,4,,2023,,,,Mestrado,,,,
AM,Amazonas,366,446,-80,,2023,,,,Mestrado,,,,
BA,Bahia,1264,1336,-72,,2023,,,,Mestrado,,,,
CE,Ceará,1203,1238,-35,,2023,,,,Mestrado,,,,
DF,Distrito Federal,1644,1498,146,,2023,,,,Mestrado,,,,
ES,Espírito Santo,732,736,-4,,2023,,,,Mestrado,,,,
GO,Goiás,968,1086,-118,,2023,,,,Mestrado,,,,
MA,Maranhão,382,392,-10,,2023,,,,Mestrado,,,,
MT,Mato Grosso,414,489,-75,,2023,,,,Mestrado,,,,
MS,Mato Grosso do Sul,299,324,-25,,2023,,,,Mestrado,,,,
MG,Minas Gerais,5402,5807,-405,,2023,,,,Mestrado,,,,
PA,Pará,615,581,34,,2023,,,,Mestrado,,,,
PB,Paraíba,520,540,-20,,2023,,,,Mestrado,,,,
PR,Paraná,2800,2968,-168,,2023,,,,Mestrado,,,,
PE,Pernambuco,1310,1456,-146,,2023,,,,Mestrado,,,,
PI,Piauí,276,267,9,,2023,,,,Mestrado,,,,
RJ,Rio de Janeiro,3404,3349,55,,2023,,,,Mestrado,,,,
RN,Rio Grande do Norte,348,369,-21,,2023,,,,Mestrado,,,,
RS,Rio Grande do Sul,2563,2652,-89,,2023,,,,Mestrado,,,,
RO,Rondônia,168,174,-6,,2023,,,,Mestrado,,,,
RR,Roraima,70,58,12,,2023,,,,Mestrado,,,,
SC,Santa Catarina,1589,1728,-139,,2023,,,,Mestrado,,,,
SP,São Paulo,13098,13487,-389,,2023,,,,Mestrado,,,,
SE,Sergipe,225,235,-10,,2023,,,,Mestrado,,,,
TO,Tocantins,170,117,53,,2023,,,,Mestrado,,,,
Não informado,Não informado,13,19,-6,,2023,,,,Mestrado,,,,
AC,Acre,425,389,36,,2024,,,,5º completo fundamental,,,,
AL,Alagoas,5498,5205,293,,2024,,,,5º completo fundamental,,,,
AP,Amapá,310,306,4,,2024,,,,5º completo fundamental,,,,
AM,Amazonas,1326,1448,-122,,2024,,,,5º completo fundamental,,,,
BA,Bahia,10888,12009,-1121,,2024,,,,5º completo fundamental,,,,
CE,Ceará,6213,6086,127,,2024,,,,5º completo fundamental,,,,
DF,Distrito Federal,3248,3547,-299,,2024,,,,5º completo fundamental,,,,
ES,Espírito Santo,7938,8168,-230,,2024,,,,5º completo fundamental,,,,
GO,Goiás,12188,13161,-973,,2024,,,,5º completo fundamental,,,,
MA,Maranhão,2603,2871,-268,,2024,,,,5º completo fundamental,,,,
MT,Mato Grosso,9857,10314,-457,,2024,,,,5º completo fundamental,,,,
MS,Mato Grosso do Sul,7193,7210,-17,,2024,,,,5º completo fundamental,,,,
MG,Minas Gerais,49301,52127,-2826,,2024,,,,5º completo fundamental,,,,
PA,Pará,7112,7371,-259,,2024,,,,5º completo fundamental,,,,
PB,Paraíba,3517,3853,-336,,2024,,,,5º completo fundamental,,,,
PR,Paraná,21536,22300,-764,,2024,,,,5º completo fundamental,,,,
PE,Pernambuco,9804,10011,-207,,2024,,,,5º completo fundamental,,,,
PI,Piauí,2256,2413,-157,,2024,,,,5º completo fundamental,,,,
RJ,Rio de Janeiro,14750,16479,-1729,,2024,,,,5º completo fundamental,,,,
RN,Rio Grande do Norte,3732,3595,137,,2024,,,,5º completo fundamental,,,,
RS,Rio Grande do Sul,24343,24921,-578,,2024,,,,5º completo fundamental,,,,
RO,Rondônia,1762,1784,-22,,2024,,,,5º completo fundamental,,,,
RR,Roraima,293,282,11,,2024,,,,5º completo fundamental,,,,
SC,Santa Catarina,20864,20663,201,,2024,,,,5º completo fundamental,,,,
SP,São Paulo,81984,91353,-9369,,2024,,,,5º completo fundamental,,,,
SE,Sergipe,2153,2323,-170,,2024,,,,5º completo fundamental,,,,
TO,Tocantins,1138,1263,-125,,2024,,,,5º completo fundamental,,,,
Não informado,Não informado,2836,1374,1462,,2024,,,,5º completo fundamental,,,,
AL,Alagoas,0,1,-1,,2024,,,,Pós-graduação completa,,,,
AP,Amapá,1,1,0,,2024,,,,Pós-graduação completa,,,,
BA,Bahia,6,0,6,,2024,,,,Pós-graduação completa,,,,
CE,Ceará,3,2,1,,2024,,,,Pós-graduação completa,,,,
DF,Distrito Federal,7,3,4,,2024,,,,Pós-graduação completa,,,,
ES,Espírito Santo,3,0,3,,2024,,,,Pós-graduação completa,,,,
GO,Goiás,8,11,-3,,2024,,,,Pós-graduação completa,,,,
MT,Mato Grosso,2,6,-4,,2024,,,,Pós-graduação completa,,,,
MS,Mato Grosso do Sul,0,3,-3,,2024,,,,Pós-graduação completa,,,,
MG,Minas Gerais,4,16,-12,,2024,,,,Pós-graduação completa,,,,
PA,Pará,0,2,-2,,2024,,,,Pós-graduação completa,,,,
PB,Paraíba,0,3,-3,,2024,,,,Pós-graduação completa,,,,
PR,Paraná,5,9,-4,,2024,,,,Pós-graduação completa,,,,
PE,Pernambuco,2,7,-5,,2024,,,,Pós-graduação completa,,,,
PI,Piauí,1,1,0,,2024,,,,Pós-graduação completa,,,,
RJ,Rio de Janeiro,3,7,-4,,2024,,,,Pós-graduação completa,,,,
RN,Rio Grande do Norte,1,1,0,,2024,,,,Pós-graduação completa,,,,
RS,Rio Grande do Sul,4,5,-1,,2024,,,,Pós-graduação completa,,,,
RO,Rondônia,1,2,-1,,2024,,,,Pós-graduação completa,,,,
SC,Santa Catarina,7,14,-7,,2024,,,,Pós-graduação completa,,,,
SP,São Paulo,26,58,-32,,2024,,,,Pós-graduação completa,,,,
TO,Tocantins,0,3,-3,,2024,,,,Pós-graduação completa,,,,
AC,Acre,176,149,27,,2024,,,,Superior completo,,,,
AL,Alagoas,1162,936,226,,2024,,,,Superior completo,,,,
AP,Amapá,228,154,74,,2024,,,,Superior completo,,,,
AM,Amazonas,1322,1220,102,,2024,,,,Superior completo,,,,
BA,Bahia,3654,3363,291,,2024,,,,Superior completo,,,,
CE,Ceará,3555,2762,793,,2024,,,,Superior completo,,,,
DF,Distrito Federal,4804,4405,399,,2024,,,,Superior completo,,,,
ES,Espírito Santo,2360,2441,-81,,2024,,,,Superior completo,,,,
GO,Goiás,3296,2936,360,,2024,,,,Superior completo,,,,
MA,Maranhão,1019,940,79,,2024,,,,Superior completo,,,,
MT,Mato Grosso,1586,1603,-17,,2024,,,,Superior completo,,,,
MS,Mato Grosso do Sul,1105,1359,-254,,2024,,,,Superior completo,,,,
MG,Minas Gerais,12299,12665,-366,,2024,,,,Superior completo,,,,
PA,Pará,1429,1457,-28,,2024,,,,Superior completo,,,,
PB,Paraíba,686,670,16,,2024,,,,Superior completo,,,,
PR,Paraná,9112,9979,-867,,2024,,,,Superior completo,,,,
PE,Pernambuco,3489,3145,344,,2024,,,,Superior completo,,,,
PI,Piauí,627,482,145,,2024,,,,Superior completo,,,,
RJ,Rio de Janeiro,10612,9960,652,,2024,,,,Superior completo,,,,
RN,Rio Grande do Norte,842,766,76,,2024,,,,Superior completo,,,,
RS,Rio Grande do Sul,7647,7723,-76,,2024,,,,Superior completo,,,,
RO,Rondônia,672,510,162,,2024,,,,Superior completo,,,,
RR,Roraima,150,129,21,,2024,,,,Superior completo,,,,
SC,Santa Catarina,7037,7588,-551,,2024,,,,Superior completo,,,,
SP,São Paulo,51343,50987,356,,2024,,,,Superior completo,,,,
SE,Sergipe,430,414,16,,2024,,,,Superior completo,,,,
TO,Tocantins,305,258,47,,2024,,,,Superior completo,,,,
Não informado,Não informado,110,44,66,,2024,,,,Superior completo,,,,
AC,Acre,4702,4127,575,,2024,,,,Superior incompleto,,,,
AL,Alagoas,13347,12632,715,,2024,,,,Superior incompleto,,,,
AP,Amapá,4271,3667,604,,2024,,,,Superior incompleto,,,,
AM,Amazonas,21527,22012,-485,,2024,,,,Superior incompleto,,,,
BA,Bahia,68916,62724,6192,,2024,,,,Superior incompleto,,,,
CE,Ceará,50416,50032,384,,2024,,,,Superior incompleto,,,,
DF,Distrito Federal,69818,61258,8560,,2024,,,,Superior incompleto,,,,
ES,Espírito Santo,40082,37763,2319,,2024,,,,Superior incompleto,,,,
GO,Goiás,66331,67216,-885,,2024,,,,Superior incompleto,,,,
MA,Maranhão,20158,19589,569,,2024,,,,Superior incompleto,,,,
MT,Mato Grosso,38488,39352,-864,,2024,,,,Superior incompleto,,,,
MS,Mato Grosso do Sul,25806,26080,-274,,2024,,,,Superior incompleto,,,,
MG,Minas Gerais,206430,205999,431,,2024,,,,Superior incompleto,,,,
PA,Pará,32783,31138,1645,,2024,,,,Superior incompleto,,,,
PB,Paraíba,16916,15698,1218,,2024,,,,Superior incompleto,,,,
PR,Paraná,158202,155925,2277,,2024,,,,Superior incompleto,,,,
PE,Pernambuco,50506,48489,2017,,2024,,,,Superior incompleto,,,,
PI,Piauí,13742,12386,1356,,2024,,,,Superior incompleto,,,,
RJ,Rio de Janeiro,167998,161735,6263,,2024,,,,Superior incompleto,,,,
RN,Rio Grande do Norte,17290,15603,1687,,2024,,,,Superior incompleto,,,,
RS,Rio Grande do Sul,109998,108663,1335,,2024,,,,Superior incompleto,,,,
RO,Rondônia,11164,11073,91,,2024,,,,Superior incompleto,,,,
RR,Roraima,2988,2839,149,,2024,,,,Superior incompleto,,,,
SC,Santa Catarina,128372,121534,6838,,2024,,,,Superior incompleto,,,,
SP,São Paulo,811002,798146,12856,,2024,,,,Superior incompleto,,,,
SE,Sergipe,10658,9656,1002,,2024,,,,Superior incompleto,,,,
TO,Tocantins,8492,8563,-71,,2024,,,,Superior incompleto,,,,
Não informado,Não informado,3429,738,2691,,2024,,,,Superior incompleto,,,,
AC,Acre,1758,1550,208,,2024,,,,Não identificado,,,,
AL,Alagoas,5459,5067,392,,2024,,,,Não identificado,,,,
AP,Amapá,1384,1390,-6,,2024,,,,Não identificado,,,,
AM,Amazonas,8346,7897,449,,2024,,,,Não identificado,,,,
BA,Bahia,25681,24861,820,,2024,,,,Não identificado,,,,
CE,Ceará,24184,23214,970,,2024,,,,Não identificado,,,,
DF,Distrito Federal,24541,22085,2456,,2024,,,,Não identificado,,,,
ES,Espírito Santo,20295,19020,1275,,2024,,,,Não identificado,,,,
GO,Goiás,32984,31837,1147,,2024,,,,Não identificado,,,,
MA,Maranhão,6316,6024,292,,2024,,,,Não identificado,,,,
MT,Mato Grosso,21053,20900,153,,2024,,,,Não identificado,,,,
MS,Mato Grosso do Sul,14247,13910,337,,2024,,,,Não identificado,,,,
MG,Minas Gerais,97891,94360,3531,,2024,,,,Não identificado,,,,
PA,Pará,11410,10363,1047,,2024,,,,Não identificado,,,,
PB,Paraíba,8899,7834,1065,,2024,,,,Não identificado,,,,
PR,Paraná,92862,88058,4804,,2024,,,,Não identificado,,,,
PE,Pernambuco,20298,17921,2377,,2024,,,,Não identificado,,,,
PI,Piauí,5500,5037,463,,2024,,,,Não identificado,,,,
RJ,Rio de Janeiro,63305,59211,4094,,2024,,,,Não identificado,,,,
RN,Rio Grande do Norte,6624,6117,507,,2024,,,,Não identificado,,,,
RS,Rio Grande do Sul,87608,84507,3101,,2024,,,,Não identificado,,,,
RO,Rondônia,6474,6410,64,,2024,,,,Não identificado,,,,
RR,Roraima,1311,1176,135,,2024,,,,Não identificado,,,,
SC,Santa Catarina,83313,79655,3658,,2024,,,,Não identificado,,,,
SP,São Paulo,308234,294263,13971,,2024,,,,Não identificado,,,,
SE,Sergipe,4261,3943,318,,2024,,,,Não identificado,,,,
TO,Tocantins,4957,4579,378,,2024,,,,Não identificado,,,,
Não informado,Não informado,1814,440,1374,,2024,,,,Não identificado,,,,
AC,Acre,974,980,-6,,2024,,,,6º a 9º fundamental,,,,
AL,Alagoas,9985,9944,41,,2024,,,,6º a 9º fundamental,,,,
AP,Amapá,1085,965,120,,2024,,,,6º a 9º fundamental,,,,
AM,Amazonas,4714,4681,33,,2024,,,,6º a 9º fundamental,,,,
BA,Bahia,36914,35841,1073,,2024,,,,6º a 9º fundamental,,,,
CE,Ceará,24538,22929,1609,,2024,,,,6º a 9º fundamental,,,,
DF,Distrito Federal,11191,11261,-70,,2024,,,,6º a 9º fundamental,,,,
ES,Espírito Santo,31471,29907,1564,,2024,,,,6º a 9º fundamental,,,,
GO,Goiás,48402,47747,655,,2024,,,,6º a 9º fundamental,,,,
MA,Maranhão,8599,9014,-415,,2024,,,,6º a 9º fundamental,,,,
MT,Mato Grosso,34913,34987,-74,,2024,,,,6º a 9º fundamental,,,,
MS,Mato Grosso do Sul,27917,27316,601,,2024,,,,6º a 9º fundamental,,,,
MG,Minas Gerais,135382,135971,-589,,2024,,,,6º a 9º fundamental,,,,
PA,Pará,25468,26053,-585,,2024,,,,6º a 9º fundamental,,,,
PB,Paraíba,10105,9618,487,,2024,,,,6º a 9º fundamental,,,,
PR,Paraná,81609,79341,2268,,2024,,,,6º a 9º fundamental,,,,
PE,Pernambuco,25139,25433,-294,,2024,,,,6º a 9º fundamental,,,,
PI,Piauí,6212,6500,-288,,2024,,,,6º a 9º fundamental,,,,
RJ,Rio de Janeiro,56518,54816,1702,,2024,,,,6º a 9º fundamental,,,,
RN,Rio Grande do Norte,11825,10277,1548,,2024,,,,6º a 9º fundamental,,,,
RS,Rio Grande do Sul,118763,116974,1789,,2024,,,,6º a 9º fundamental,,,,
RO,Rondônia,7160,7321,-161,,2024,,,,6º a 9º fundamental,,,,
RR,Roraima,1444,1239,205,,2024,,,,6º a 9º fundamental,,,,
SC,Santa Catarina,78097,75744,2353,,2024,,,,6º a 9º fundamental,,,,
SP,São Paulo,212334,218287,-5953,,2024,,,,6º a 9º fundamental,,,,
SE,Sergipe,5983,5817,166,,2024,,,,6º a 9º fundamental,,,,
TO,Tocantins,4749,4516,233,,2024,,,,6º a 9º fundamental,,,,
Não informado,Não informado,5305,2853,2452,,2024,,,,6º a 9º fundamental,,,,
AC,Acre,202,205,-3,,2024,,,,Analfabeto,,,,
AL,Alagoas,3185,3626,-441,,2024,,,,Analfabeto,,,,
AP,Amapá,145,296,-151,,2024,,,,Analfabeto,,,,
AM,Amazonas,566,499,67,,2024,,,,Analfabeto,,,,
BA,Bahia,3279,3816,-537,,2024,,,,Analfabeto,,,,
CE,Ceará,2403,2206,197,,2024,,,,Analfabeto,,,,
DF,Distrito Federal,1224,1143,81,,2024,,,,Analfabeto,,,,
ES,Espírito Santo,1985,2007,-22,,2024,,,,Analfabeto,,,,
GO,Goiás,3830,3955,-125,,2024,,,,Analfabeto,,,,
MA,Maranhão,1134,1422,-288,,2024,,,,Analfabeto,,,,
MT,Mato Grosso,4118,3753,365,,2024,,,,Analfabeto,,,,
MS,Mato Grosso do Sul,2757,2452,305,,2024,,,,Analfabeto,,,,
MG,Minas Gerais,12020,12341,-321,,2024,,,,Analfabeto,,,,
PA,Pará,2180,2200,-20,,2024,,,,Analfabeto,,,,
PB,Paraíba,1899,1893,6,,2024,,,,Analfabeto,,,,
PR,Paraná,11664,9138,2526,,2024,,,,Analfabeto,,,,
PE,Pernambuco,4399,4883,-484,,2024,,,,Analfabeto,,,,
PI,Piauí,721,732,-11,,2024,,,,Analfabeto,,,,
RJ,Rio de Janeiro,3266,3151,115,,2024,,,,Analfabeto,,,,
RN,Rio Grande do Norte,1658,1500,158,,2024,,,,Analfabeto,,,,
RS,Rio Grande do Sul,4878,4527,351,,2024,,,,Analfabeto,,,,
RO,Rondônia,855,718,137,,2024,,,,Analfabeto,,,,
RR,Roraima,235,246,-11,,2024,,,,Analfabeto,,,,
SC,Santa Catarina,12843,12366,477,,2024,,,,Analfabeto,,,,
SP,São Paulo,28297,26063,2234,,2024,,,,Analfabeto,,,,
SE,Sergipe,637,717,-80,,2024,,,,Analfabeto,,,,
TO,Tocantins,540,583,-43,,2024,,,,Analfabeto,,,,
Não informado,Não informado,815,369,446,,2024,,,,Analfabeto,,,,
AC,Acre,857,812,45,,2024,,,,Até 5º incompleto,,,,
AL,Alagoas,11463,12113,-650,,2024,,,,Até 5º incompleto,,,,
AP,Amapá,538,458,80,,2024,,,,Até 5º incompleto,,,,
AM,Amazonas,2013,2044,-31,,2024,,,,Até 5º incompleto,,,,
BA,Bahia,19996,20527,-531,,2024,,,,Até 5º incompleto,,,,
CE,Ceará,11275,11070,205,,2024,,,,Até 5º incompleto,,,,
DF,Distrito Federal,5037,5063,-26,,2024,,,,Até 5º incompleto,,,,
ES,Espírito Santo,10924,10789,135,,2024,,,,Até 5º incompleto,,,,
GO,Goiás,21525,21307,218,,2024,,,,Até 5º incompleto,,,,
MA,Maranhão,4292,4839,-547,,2024,,,,Até 5º incompleto,,,,
MT,Mato Grosso,17659,17271,388,,2024,,,,Até 5º incompleto,,,,
MS,Mato Grosso do Sul,11313,11071,242,,2024,,,,Até 5º incompleto,,,,
MG,Minas Gerais,62353,62339,14,,2024,,,,Até 5º incompleto,,,,
PA,Pará,10984,11747,-763,,2024,,,,Até 5º incompleto,,,,
PB,Paraíba,7486,7501,-15,,2024,,,,Até 5º incompleto,,,,
PR,Paraná,32431,31120,1311,,2024,,,,Até 5º incompleto,,,,
PE,Pernambuco,22569,23575,-1006,,2024,,,,Até 5º incompleto,,,,
PI,Piauí,3647,3802,-155,,2024,,,,Até 5º incompleto,,,,
RJ,Rio de Janeiro,20525,20483,42,,2024,,,,Até 5º incompleto,,,,
RN,Rio Grande do Norte,6909,6409,500,,2024,,,,Até 5º incompleto,,,,
RS,Rio Grande do Sul,26827,26433,394,,2024,,,,Até 5º incompleto,,,,
RO,Rondônia,2848,2889,-41,,2024,,,,Até 5º incompleto,,,,
RR,Roraima,600,443,157,,2024,,,,Até 5º incompleto,,,,
SC,Santa Catarina,23964,22602,1362,,2024,,,,Até 5º incompleto,,,,
SP,São Paulo,103733,105301,-1568,,2024,,,,Até 5º incompleto,,,,
SE,Sergipe,5392,5528,-136,,2024,,,,Até 5º incompleto,,,,
TO,Tocantins,1999,2334,-335,,2024,,,,Até 5º incompleto,,,,
Não informado,Não informado,3588,1726,1862,,2024,,,,Até 5º incompleto,,,,
AC,Acre,12,9,3,,2024,,,,Doutorado,,,,
AL,Alagoas,65,78,-13,,2024,,,,Doutorado,,,,
AP,Amapá,11,10,1,,2024,,,,Doutorado,,,,
AM,Amazonas,155,152,3,,2024,,,,Doutorado,,,,
BA,Bahia,400,433,-33,,2024,,,,Doutorado,,,,
CE,Ceará,404,405,-1,,2024,,,,Doutorado,,,,
DF,Distrito Federal,787,458,329,,2024,,,,Doutorado,,,,
ES,Espírito Santo,164,185,-21,,2024,,,,Doutorado,,,,
GO,Goiás,340,356,-16,,2024,,,,Doutorado,,,,
MA,Maranhão,85,108,-23,,2024,,,,Doutorado,,,,
MT,Mato Grosso,181,198,-17,,2024,,,,Doutorado,,,,
MS,Mato Grosso do Sul,129,140,-11,,2024,,,,Doutorado,,,,
MG,Minas Gerais,2036,2153,-117,,2024,,,,Doutorado,,,,
PA,Pará,180,159,21,,2024,,,,Doutorado,,,,
PB,Paraíba,133,207,-74,,2024,,,,Doutorado,,,,
PR,Paraná,977,1187,-210,,2024,,,,Doutorado,,,,
PE,Pernambuco,395,452,-57,,2024,,,,Doutorado,,,,
PI,Piauí,76,75,1,,2024,,,,Doutorado,,,,
RJ,Rio de Janeiro,1298,1518,-220,,2024,,,,Doutorado,,,,
RN,Rio Grande do Norte,285,184,101,,2024,,,,Doutorado,,,,
RS,Rio Grande do Sul,839,1088,-249,,2024,,,,Doutorado,,,,
RO,Rondônia,41,70,-29,,2024,,,,Doutorado,,,,
RR,Roraima,8,21,-13,,2024,,,,Doutorado,,,,
SC,Santa Catarina,578,615,-37,,2024,,,,Doutorado,,,,
SP,São Paulo,6051,6132,-81,,2024,,,,Doutorado,,,,
SE,Sergipe,65,75,-10,,2024,,,,Doutorado,,,,
TO,Tocantins,48,65,-17,,2024,,,,Doutorado,,,,
Não informado,Não informado,1,0,1,,2024,,,,Doutorado,,,,
AC,Acre,2433,2244,189,,2024,,,,Fundamental completo,,,,
AL,Alagoas,11651,11214,437,,2024,,,,Fundamental completo,,,,
AP,Amapá,3360,2183,1177,,2024,,,,Fundamental completo,,,,
AM,Amazonas,10024,9592,432,,2024,,,,Fundamental completo,,,,
BA,Bahia,42174,43631,-1457,,2024,,,,Fundamental completo,,,,
CE,Ceará,38198,37283,915,,2024,,,,Fundamental completo,,,,
DF,Distrito Federal,21022,21240,-218,,2024,,,,Fundamental completo,,,,
ES,Espírito Santo,40939,40006,933,,2024,,,,Fundamental completo,,,,
GO,Goiás,62595,62421,174,,2024,,,,Fundamental completo,,,,
